BVP,EDA,HR,TEMP,Tin,Rhin,TSV,TSV_Label
-0.09,0.16,76.34,34.15,23.60,17.40,1,Hot
0.42,0.18,79.43,34.31,23.60,17.40,1,Hot
0.17,0.18,80.21,34.46,23.60,17.40,0,Neutral
-0.28,0.16,82.02,34.54,23.60,17.40,0,Neutral
-0.29,0.14,81.72,34.60,23.60,17.40,0,Neutral
0.41,0.13,81.59,34.64,23.60,17.30,0,Neutral
0.39,0.12,86.29,34.71,23.60,17.40,0,Neutral
-0.41,0.12,79.63,34.75,23.60,17.20,0,Neutral
0.73,0.13,78.24,34.79,23.60,17.30,0,Neutral
0.00,0.13,81.10,34.75,23.60,17.30,0,Neutral
-1.02,0.16,84.72,34.83,23.60,17.30,0,Neutral
0.33,0.20,78.13,34.77,23.60,17.30,0,Neutral
0.36,0.16,78.01,34.73,23.60,17.30,0,Neutral
-0.74,0.18,82.67,34.67,23.60,17.30,0,Neutral
0.49,0.17,77.59,34.69,23.60,17.30,0,Neutral
-0.39,0.15,79.24,34.59,23.60,17.30,0,Neutral
0.20,0.14,72.89,34.48,23.60,17.30,0,Neutral
0.00,0.12,69.87,34.49,23.60,17.30,0,Neutral
0.04,0.12,81.25,34.55,23.60,17.30,0,Neutral
-0.05,0.34,76.50,34.56,23.70,17.20,0,Neutral
0.03,1.14,78.22,34.57,23.70,17.30,0,Neutral
-0.23,1.57,77.98,34.73,23.70,17.30,0,Neutral
0.09,1.26,75.02,34.82,23.70,17.30,0,Neutral
0.16,0.93,76.26,34.81,23.70,17.20,0,Neutral
-0.12,0.60,76.66,34.78,23.70,17.20,0,Neutral
-0.01,0.50,77.54,34.85,23.70,17.10,0,Neutral
0.19,0.43,80.23,34.94,23.70,17.10,0,Neutral
0.61,0.31,79.17,35.03,23.70,17.00,0,Neutral
-0.76,0.24,90.27,35.01,23.70,17.00,0,Neutral
-0.60,0.20,83.44,35.04,23.70,17.00,0,Neutral
0.54,0.15,83.48,34.99,23.70,17.00,0,Neutral
0.01,0.13,85.92,34.95,23.70,17.10,0,Neutral
0.40,0.20,88.33,34.84,23.80,17.00,1,Hot
0.06,0.32,90.60,34.70,23.80,17.10,1,Hot
-0.50,0.50,78.30,34.65,23.80,17.10,1,Hot
0.21,0.66,79.60,34.63,23.80,17.10,1,Hot
0.17,0.73,82.16,34.50,23.80,17.10,1,Hot
-0.11,0.86,94.08,34.49,23.80,17.10,1,Hot
-0.29,1.22,83.57,34.50,23.80,17.10,1,Hot
0.04,1.62,80.95,34.48,23.80,17.20,1,Hot
0.33,1.32,83.99,34.48,23.80,17.10,1,Hot
-2.95,0.99,77.28,34.46,23.80,17.10,1,Hot
2.67,0.71,74.78,34.50,23.80,17.10,1,Hot
0.17,0.91,80.31,34.57,23.80,17.10,1,Hot
-0.40,1.23,81.33,34.57,23.90,17.10,1,Hot
-0.50,0.86,81.40,34.58,23.90,17.10,1,Hot
0.70,0.72,81.41,34.57,23.90,17.20,1,Hot
0.06,0.66,78.75,34.62,23.90,17.20,1,Hot
0.44,1.96,80.84,34.65,23.90,17.20,1,Hot
0.05,1.40,80.22,34.73,23.90,17.20,1,Hot
-0.17,0.88,74.98,34.72,23.90,17.20,1,Hot
-0.21,0.65,79.10,34.69,23.90,17.10,1,Hot
-0.08,0.56,77.69,34.63,23.90,17.10,1,Hot
-0.18,0.59,76.51,34.73,23.90,17.10,1,Hot
0.11,0.50,81.00,34.85,23.90,17.10,1,Hot
0.47,0.33,106.38,34.92,23.90,17.10,1,Hot
-0.27,0.27,126.65,34.88,24.00,17.10,1,Hot
-0.14,0.34,108.28,34.90,24.00,17.20,1,Hot
-0.20,1.42,77.20,34.89,24.00,17.20,1,Hot
-0.18,2.64,79.33,34.89,24.00,17.10,1,Hot
0.59,2.33,83.12,35.03,24.00,17.20,1,Hot
0.46,2.39,77.19,35.12,24.00,17.10,1,Hot
-0.63,2.50,81.06,35.10,24.00,17.20,1,Hot
-0.08,2.31,87.89,35.12,24.00,17.30,1,Hot
0.22,1.96,82.26,35.26,24.00,17.10,1,Hot
-0.07,2.47,78.93,35.29,24.00,17.00,1,Hot
0.13,2.01,78.04,35.33,24.00,17.00,1,Hot
-0.13,1.75,80.67,35.34,24.00,16.90,1,Hot
0.20,1.85,87.35,35.35,24.00,16.90,1,Hot
-1.30,1.37,89.61,35.33,24.00,16.80,1,Hot
1.03,0.92,89.52,35.24,24.00,16.80,1,Hot
0.05,0.68,93.42,35.17,24.00,16.70,1,Hot
-0.15,0.61,80.72,35.09,24.00,16.60,1,Hot
-2.13,0.53,77.45,35.04,24.00,16.60,1,Hot
2.30,0.57,75.69,35.10,24.00,16.60,1,Hot
-0.48,0.57,74.39,35.12,24.00,16.60,1,Hot
0.73,1.15,76.93,35.06,24.00,16.50,1,Hot
-0.55,1.29,92.25,34.94,24.30,21.50,0,Neutral
-0.19,1.01,109.97,34.88,24.90,20.20,0,Neutral
0.27,0.93,95.45,34.63,25.10,19.30,0,Neutral
-0.30,0.62,99.45,34.29,24.90,14.70,0,Neutral
0.45,0.49,110.67,34.33,25.30,41.00,0,Neutral
-1.07,0.40,99.86,34.49,25.60,18.00,0,Neutral
1.09,0.29,86.44,34.65,25.20,26.50,0,Neutral
0.01,0.20,107.04,34.89,25.10,20.10,0,Neutral
-0.21,0.16,81.46,34.87,25.20,19.60,0,Neutral
0.00,0.11,73.93,34.59,25.20,39.70,0,Neutral
0.18,0.09,81.20,34.39,25.80,44.30,0,Neutral
-0.50,0.15,89.92,34.36,26.40,46.10,0,Neutral
0.89,0.18,88.98,34.48,26.30,40.60,0,Neutral
-0.48,0.16,98.47,34.47,25.70,18.20,0,Neutral
-0.39,0.19,96.66,34.16,24.80,17.90,0,Neutral
0.75,0.18,104.83,34.08,24.10,18.40,-1,Cold
-0.26,0.17,92.38,34.10,23.60,18.80,-1,Cold
-0.09,0.16,86.54,34.12,23.30,18.90,-1,Cold
-0.14,0.18,93.87,33.73,23.00,19.20,-1,Cold
0.55,0.18,93.05,33.39,22.80,19.50,-1,Cold
-0.30,0.17,83.40,33.32,22.60,19.90,-1,Cold
-0.09,0.17,66.29,33.31,22.40,20.00,-1,Cold
0.34,0.15,80.91,33.07,22.20,20.10,-1,Cold
-0.99,0.15,78.26,32.88,22.00,20.00,-1,Cold
-1.60,0.16,85.97,32.81,21.90,20.20,-1,Cold
2.27,0.15,95.12,32.65,21.70,20.60,-1,Cold
0.41,0.22,96.03,32.49,21.60,21.00,-1,Cold
-0.38,1.20,78.93,32.41,21.50,21.20,-1,Cold
0.09,2.10,84.88,32.61,21.40,21.40,-1,Cold
0.52,2.36,95.36,32.89,21.30,21.70,-1,Cold
-0.42,2.46,100.01,33.07,21.30,21.90,-1,Cold
-0.26,2.78,108.55,33.23,21.20,22.10,-1,Cold
0.26,2.63,98.92,33.39,21.10,22.30,-1,Cold
-0.41,2.42,103.13,33.56,21.10,22.40,-1,Cold
0.30,2.81,102.39,33.57,21.00,22.40,-1,Cold
0.56,2.36,96.22,33.60,21.00,27.20,-1,Cold
-0.56,1.26,89.51,33.49,22.10,39.50,-1,Cold
-0.09,0.60,99.67,33.50,23.30,43.20,-1,Cold
0.07,0.38,95.28,33.53,24.30,42.80,-1,Cold
-0.08,0.22,106.92,33.49,25.00,42.20,-1,Cold
0.10,0.14,109.34,33.50,25.40,35.70,-1,Cold
0.24,0.09,97.92,33.51,25.70,39.00,-1,Cold
-0.21,0.05,98.14,33.54,25.80,35.50,-1,Cold
-0.23,0.16,104.09,33.56,25.90,36.50,-1,Cold
0.35,0.18,97.50,33.57,25.90,38.40,-1,Cold
-0.22,0.17,89.90,33.67,25.90,38.30,-1,Cold
0.74,0.16,96.74,33.75,26.00,37.90,-1,Cold
-0.16,0.15,112.63,33.70,25.70,17.20,-1,Cold
-0.76,0.15,105.22,33.39,24.80,17.90,-1,Cold
-0.57,0.24,119.77,33.13,24.40,18.10,-1,Cold
0.64,0.66,121.24,32.59,24.60,18.20,-1,Cold
-0.22,0.95,99.48,32.55,24.50,19.70,-1,Cold
1.65,0.88,93.79,32.62,24.40,18.00,-1,Cold
-0.35,2.13,77.71,34.46,24.00,16.30,1,Hot
0.47,1.67,90.78,34.42,24.00,16.40,1,Hot
-0.18,1.62,83.73,34.42,24.00,16.20,1,Hot
0.10,1.31,87.35,34.51,24.00,16.20,1,Hot
0.08,0.96,89.29,34.58,24.00,16.10,1,Hot
0.18,1.58,91.01,34.78,24.00,16.20,1,Hot
-0.48,2.46,93.42,34.98,24.00,16.10,1,Hot
0.24,1.69,89.99,35.09,24.00,16.10,1,Hot
0.21,1.19,90.24,35.15,24.00,15.90,1,Hot
-0.28,1.17,89.57,35.12,24.00,15.90,1,Hot
0.03,1.31,88.01,35.12,24.00,16.10,1,Hot
-1.27,2.21,90.43,35.17,24.00,15.90,1,Hot
1.04,2.79,90.49,35.17,24.00,15.80,1,Hot
0.23,3.00,88.99,35.13,24.00,15.90,1,Hot
0.10,2.39,90.12,35.15,24.00,15.90,1,Hot
0.02,2.20,90.36,35.20,24.00,16.10,1,Hot
0.27,2.37,91.82,35.24,24.00,16.10,1,Hot
-0.31,1.89,88.10,35.26,24.00,16.70,1,Hot
0.21,1.87,89.47,35.29,24.10,16.60,1,Hot
-0.23,3.39,90.40,35.35,24.10,16.60,1,Hot
-0.04,3.14,93.48,35.48,24.10,16.60,1,Hot
-0.43,2.75,97.50,35.51,24.10,16.70,1,Hot
0.45,2.30,94.35,35.49,24.10,16.80,1,Hot
-0.02,1.77,98.59,35.44,24.10,17.20,1,Hot
0.82,1.83,92.62,35.40,24.10,17.20,1,Hot
-0.82,2.15,93.00,35.30,24.10,17.20,1,Hot
-0.10,2.02,87.10,35.27,24.10,17.20,1,Hot
0.01,1.88,86.08,35.37,24.10,17.10,1,Hot
-0.10,1.58,80.37,35.40,24.10,17.00,1,Hot
0.25,1.69,75.11,35.37,24.10,17.00,1,Hot
-1.33,2.76,91.82,35.37,24.10,16.90,1,Hot
0.79,2.37,85.16,35.36,24.20,18.50,1,Hot
0.52,1.98,89.33,35.40,24.20,18.30,1,Hot
0.15,1.53,84.85,35.44,24.20,18.10,1,Hot
-0.17,1.49,81.66,35.42,24.20,18.10,1,Hot
0.15,1.20,89.06,35.48,24.30,18.90,1,Hot
0.14,0.94,88.32,35.59,24.30,19.10,1,Hot
-0.06,0.76,86.41,35.67,24.30,18.20,1,Hot
-0.16,0.69,85.94,35.78,24.30,18.30,1,Hot
-0.04,0.64,80.04,35.93,24.40,18.30,1,Hot
-0.41,0.68,88.06,36.09,24.40,18.60,1,Hot
-0.57,0.63,89.43,36.22,24.40,18.50,1,Hot
0.95,0.69,90.65,36.31,24.40,18.60,1,Hot
-0.04,0.95,92.47,36.39,24.40,18.60,1,Hot
0.05,0.76,90.11,36.47,24.50,18.30,1,Hot
-0.02,0.62,88.31,36.54,24.50,18.30,1,Hot
-0.08,0.55,88.24,36.59,24.50,18.20,1,Hot
0.02,1.08,87.43,36.67,24.50,18.30,1,Hot
0.21,1.61,88.56,36.76,24.50,18.30,1,Hot
-0.17,1.29,86.60,36.79,24.60,18.20,1,Hot
0.11,0.98,84.36,36.85,24.60,17.90,1,Hot
-0.03,0.79,87.50,36.90,24.60,17.90,1,Hot
-0.67,0.66,87.58,36.94,24.60,18.20,1,Hot
0.65,0.55,88.42,36.95,24.60,17.80,1,Hot
-0.74,0.52,88.59,36.98,24.60,18.00,1,Hot
0.68,0.49,87.29,37.03,24.70,17.90,1,Hot
0.03,0.43,88.96,37.09,24.70,19.70,1,Hot
0.06,0.42,89.64,37.08,24.70,19.30,1,Hot
-1.97,1.49,89.04,36.97,24.70,17.70,1,Hot
1.58,2.15,87.22,36.91,24.70,18.20,1,Hot
0.30,2.67,94.07,36.82,24.80,18.50,1,Hot
0.11,2.07,102.54,36.38,24.80,17.70,1,Hot
-0.15,1.50,85.99,36.25,24.80,17.60,1,Hot
0.11,0.96,84.06,36.30,24.80,18.20,1,Hot
-0.03,0.79,86.61,36.33,24.80,18.00,1,Hot
-0.46,0.76,86.22,36.35,24.90,17.90,1,Hot
0.56,1.20,89.10,36.31,24.90,17.70,1,Hot
-0.16,1.45,87.51,36.21,24.90,17.60,1,Hot
-0.42,1.75,81.20,35.96,24.90,17.20,1,Hot
0.50,1.91,78.11,35.76,24.90,17.10,1,Hot
0.27,1.91,85.90,35.89,24.90,17.90,1,Hot
-0.22,2.16,83.56,35.88,25.00,18.00,1,Hot
0.31,2.29,76.23,35.70,25.00,19.10,1,Hot
-0.24,2.04,92.32,35.66,25.00,17.90,1,Hot
-0.39,1.91,123.20,35.53,25.00,18.30,1,Hot
0.24,2.09,108.34,35.57,25.10,18.20,1,Hot
-0.61,1.89,84.18,35.59,25.10,18.00,1,Hot
0.39,1.58,85.21,35.57,25.10,17.80,1,Hot
0.24,2.53,78.89,35.58,25.10,18.90,1,Hot
1.08,1.83,79.50,35.63,25.10,18.20,1,Hot
-1.17,1.48,90.99,35.65,25.10,18.70,1,Hot
-0.06,1.24,84.54,35.76,25.20,20.30,1,Hot
-0.03,1.08,74.22,35.80,25.20,18.30,1,Hot
-0.02,1.01,83.80,35.70,25.20,18.60,1,Hot
0.17,2.11,86.31,35.64,25.20,18.50,1,Hot
0.79,2.07,88.37,35.67,25.20,19.80,1,Hot
-0.64,2.42,87.46,35.66,25.20,18.40,1,Hot
0.27,1.97,78.43,35.70,25.30,18.40,1,Hot
-0.36,1.90,85.65,35.80,25.30,17.90,1,Hot
0.20,1.72,84.64,35.79,25.30,19.60,1,Hot
-0.25,1.59,75.47,35.66,25.30,17.80,1,Hot
-0.31,1.46,83.34,35.61,25.30,17.80,1,Hot
-0.19,1.67,77.26,35.55,25.30,17.60,1,Hot
-0.05,1.47,78.40,35.48,25.30,17.60,1,Hot
0.50,1.25,91.66,35.46,25.30,17.40,1,Hot
-0.31,1.04,91.98,35.36,25.30,17.10,1,Hot
0.59,0.86,90.36,35.32,25.30,17.20,1,Hot
-0.16,0.69,85.34,35.31,25.30,16.90,1,Hot
-0.08,0.75,80.29,35.16,25.30,17.00,1,Hot
-0.21,0.80,91.93,35.09,25.30,16.90,1,Hot
-1.61,0.59,93.35,35.11,25.30,16.70,1,Hot
1.70,0.66,78.35,35.08,25.20,16.60,1,Hot
0.81,1.07,74.85,34.85,25.20,16.70,1,Hot
0.47,1.60,97.46,34.62,25.20,17.00,1,Hot
-1.08,2.08,104.52,34.66,25.20,16.90,1,Hot
-0.12,2.44,76.10,34.92,25.20,16.80,1,Hot
-0.20,2.61,86.53,35.08,25.20,17.00,1,Hot
0.07,1.90,105.88,35.18,25.20,17.40,1,Hot
0.15,1.25,87.27,35.29,25.20,17.00,1,Hot
-0.17,0.95,82.49,35.39,25.20,16.90,1,Hot
0.02,0.81,82.40,35.48,25.20,16.70,1,Hot
-0.33,1.47,82.14,35.56,25.20,16.80,1,Hot
0.59,3.12,80.98,35.57,25.20,16.80,1,Hot
1.35,3.85,92.35,35.50,25.20,18.30,1,Hot
-1.44,4.15,87.84,35.03,25.20,17.50,1,Hot
-0.10,2.87,89.36,34.81,25.30,17.30,1,Hot
0.21,3.17,114.55,34.74,25.30,18.30,1,Hot
-0.19,3.22,114.71,34.95,25.30,17.30,1,Hot
0.23,3.12,82.77,35.11,25.30,17.70,1,Hot
-0.29,2.67,81.31,35.25,25.30,18.70,1,Hot
0.44,2.11,89.42,35.37,25.30,18.60,1,Hot
-0.07,2.09,87.25,35.54,25.40,18.70,1,Hot
-0.15,1.84,85.13,35.72,25.40,18.60,1,Hot
-0.47,1.51,77.91,35.83,25.40,19.20,1,Hot
0.34,2.51,85.15,35.93,25.40,18.60,1,Hot
-0.41,3.28,114.23,36.02,25.40,18.00,1,Hot
0.33,3.08,102.77,36.05,25.40,18.10,1,Hot
0.59,3.45,87.72,36.09,25.40,18.00,1,Hot
-0.42,2.68,81.64,36.10,25.40,17.70,1,Hot
-0.48,3.09,82.59,36.12,25.40,17.90,1,Hot
0.25,3.14,83.90,36.13,25.40,17.60,1,Hot
0.01,3.10,83.81,36.07,25.40,18.10,1,Hot
-0.17,2.42,93.70,35.86,25.40,17.80,1,Hot
0.24,2.64,88.70,35.66,25.50,17.80,1,Hot
0.03,2.61,89.77,35.66,25.50,17.60,1,Hot
-0.04,2.49,90.67,35.74,25.50,17.70,1,Hot
0.30,3.69,87.33,35.74,25.50,17.90,1,Hot
1.33,3.42,83.69,35.69,25.50,17.20,1,Hot
-1.62,3.82,84.59,35.56,25.50,17.50,1,Hot
-1.02,4.16,80.80,35.61,25.50,17.60,1,Hot
1.11,3.38,83.88,35.49,25.50,17.70,1,Hot
0.16,3.41,97.91,35.42,25.50,17.70,1,Hot
-0.14,3.53,94.84,35.33,25.50,17.80,1,Hot
0.06,3.83,89.64,35.30,25.50,17.60,1,Hot
0.05,3.31,85.48,35.38,25.50,17.60,1,Hot
-0.02,3.48,94.30,35.46,25.50,17.40,1,Hot
-0.43,3.83,90.09,35.54,25.50,17.60,1,Hot
2.00,4.30,81.55,35.64,25.50,17.60,1,Hot
0.19,0.03,74.49,33.49,21.90,45.00,1,Hot
-0.10,0.02,75.54,33.46,21.90,45.00,1,Hot
0.08,0.03,81.83,33.48,22.20,28.00,1,Hot
-0.13,0.04,86.95,33.48,22.30,27.60,-1,Cold
-0.06,0.03,73.69,33.47,22.30,27.70,-1,Cold
0.08,0.04,74.87,33.38,22.30,27.70,-1,Cold
-0.02,0.05,76.99,33.27,22.30,28.10,-1,Cold
0.02,0.05,94.34,33.20,22.30,28.00,-1,Cold
-0.26,0.06,92.15,33.16,22.30,27.90,-1,Cold
-0.06,0.06,90.84,33.18,22.30,27.90,-1,Cold
-1.73,0.06,93.58,33.29,22.30,27.80,-1,Cold
2.67,0.07,75.17,33.39,22.30,27.80,-1,Cold
-0.19,0.07,78.87,33.49,22.30,27.70,-1,Cold
0.63,0.08,71.95,33.51,22.40,27.90,-1,Cold
-0.73,0.08,75.19,33.53,22.40,27.50,-1,Cold
-0.30,0.08,74.11,33.56,22.40,27.50,-1,Cold
-0.12,0.08,77.93,33.58,22.40,27.60,-1,Cold
-0.06,0.08,76.27,33.54,22.50,27.50,-1,Cold
0.11,0.08,76.56,33.51,22.50,27.50,0,Neutral
0.39,0.08,80.07,33.55,22.50,27.40,0,Neutral
0.52,0.07,89.30,33.44,22.50,27.80,0,Neutral
-0.85,0.07,83.23,33.40,22.60,27.60,0,Neutral
-0.20,0.08,74.33,33.41,22.60,27.40,0,Neutral
-0.27,0.09,73.96,33.48,22.60,27.30,0,Neutral
0.39,0.09,80.47,33.47,22.70,27.30,0,Neutral
-0.26,0.09,78.80,33.49,22.70,27.10,0,Neutral
0.01,0.09,75.85,33.49,22.70,27.00,0,Neutral
-0.11,0.09,76.78,33.48,22.70,26.90,0,Neutral
0.19,0.09,73.91,33.53,22.80,27.10,0,Neutral
0.16,0.09,73.86,33.56,22.80,26.90,0,Neutral
-0.18,0.09,74.62,33.56,22.80,26.80,0,Neutral
0.10,0.09,75.23,33.57,22.90,26.70,0,Neutral
-0.05,0.09,72.64,33.59,22.90,27.30,0,Neutral
0.06,0.10,69.55,33.60,22.90,26.60,0,Neutral
0.14,0.09,70.50,33.53,22.90,26.70,0,Neutral
-0.05,0.09,75.34,33.26,23.00,26.50,0,Neutral
-0.51,0.10,76.63,33.29,23.00,26.50,0,Neutral
0.28,0.10,73.96,33.38,23.00,26.40,0,Neutral
-0.23,0.10,73.46,33.41,23.10,26.40,0,Neutral
0.41,0.10,74.75,33.43,23.10,29.50,0,Neutral
0.08,0.10,75.11,33.47,23.10,26.50,0,Neutral
0.11,0.10,73.54,33.49,23.20,26.30,0,Neutral
-0.57,0.10,76.15,33.47,23.20,27.00,0,Neutral
0.31,0.10,71.68,33.48,23.20,26.40,0,Neutral
0.16,0.10,67.49,33.48,23.30,26.20,0,Neutral
-0.24,0.10,61.95,33.40,23.30,26.20,0,Neutral
0.22,0.10,66.16,33.44,23.30,26.40,0,Neutral
-0.10,0.10,69.87,33.41,23.30,26.20,0,Neutral
-0.02,0.10,67.56,33.40,23.40,26.50,1,Hot
-0.24,0.10,80.62,33.41,23.40,26.40,1,Hot
0.13,0.10,95.84,33.40,23.40,26.30,1,Hot
0.22,0.10,81.96,33.41,23.50,26.30,1,Hot
0.05,0.10,69.39,33.27,23.50,26.40,1,Hot
0.11,0.10,70.16,33.28,23.50,26.20,1,Hot
-0.26,0.11,74.75,33.19,23.50,26.10,1,Hot
0.23,0.11,98.34,33.02,23.60,26.10,1,Hot
0.07,0.11,105.19,33.03,23.60,26.20,1,Hot
-0.60,0.11,83.31,33.25,23.60,26.00,1,Hot
0.21,0.11,80.05,33.27,23.60,26.40,1,Hot
-0.68,0.14,80.29,32.95,23.70,26.20,1,Hot
0.71,0.11,73.84,32.84,23.70,26.50,1,Hot
0.38,0.10,74.62,32.74,23.70,26.40,1,Hot
-0.60,0.11,74.26,32.93,23.80,26.20,1,Hot
0.53,0.11,75.02,33.11,23.80,26.20,1,Hot
0.19,0.10,80.30,33.06,23.80,26.50,1,Hot
-0.43,0.10,79.50,32.88,23.90,26.20,1,Hot
0.38,0.10,76.19,32.93,23.90,26.90,1,Hot
-0.88,0.02,87.56,32.63,23.90,26.70,1,Hot
0.52,0.00,78.67,32.49,24.00,27.00,1,Hot
0.05,0.02,115.76,32.48,24.00,26.00,1,Hot
-1.06,0.03,116.95,32.48,24.00,26.10,1,Hot
1.21,0.04,104.52,32.47,24.10,25.60,1,Hot
-0.21,0.04,87.60,32.53,24.10,25.50,1,Hot
-0.67,0.05,74.87,32.51,24.10,25.80,1,Hot
0.43,0.06,78.56,32.33,24.20,26.30,1,Hot
0.33,0.05,81.31,32.39,24.20,25.30,1,Hot
0.04,0.06,73.31,32.39,24.20,25.20,1,Hot
-0.08,0.08,76.19,32.35,24.30,25.20,1,Hot
-0.14,0.09,72.29,32.26,24.30,25.40,0,Neutral
0.38,0.08,71.28,32.32,24.30,25.20,0,Neutral
-0.07,0.08,75.98,32.40,24.30,25.10,0,Neutral
-0.29,0.08,79.57,32.28,24.30,26.10,0,Neutral
0.14,0.08,79.22,32.10,24.40,27.30,0,Neutral
-0.12,0.07,80.96,32.25,24.40,26.00,0,Neutral
0.16,0.08,74.86,32.27,24.50,26.10,0,Neutral
1.74,0.07,73.70,32.26,24.60,25.40,0,Neutral
-1.82,0.08,72.83,32.34,24.60,24.80,0,Neutral
-0.70,0.09,71.96,32.46,24.60,24.60,0,Neutral
-1.13,0.08,70.37,32.52,24.60,24.80,0,Neutral
1.88,0.08,84.55,32.55,24.70,24.60,0,Neutral
-0.86,0.05,103.29,32.54,24.70,24.60,0,Neutral
0.13,0.12,101.84,33.36,24.50,23.00,-1,Cold
0.06,0.12,74.79,33.32,24.50,23.20,-1,Cold
0.43,0.12,70.37,33.37,24.50,23.20,-1,Cold
-0.66,0.11,74.09,33.38,24.60,23.90,-1,Cold
-0.68,0.10,74.08,33.29,24.60,23.50,-1,Cold
0.90,0.08,69.34,33.23,24.60,23.00,-1,Cold
-0.55,0.09,73.54,33.22,24.60,23.20,-1,Cold
0.46,0.09,65.66,33.23,24.60,23.20,-1,Cold
0.14,0.09,69.21,33.20,24.70,22.60,-1,Cold
-0.42,0.10,76.61,33.29,24.70,22.80,-1,Cold
0.15,0.11,74.91,33.39,24.70,22.80,0,Neutral
0.01,0.11,76.45,33.39,24.70,22.70,0,Neutral
1.03,0.11,72.23,33.38,24.70,23.30,0,Neutral
-1.23,0.10,75.55,33.35,24.70,22.90,0,Neutral
0.06,0.11,68.99,33.39,24.70,22.90,0,Neutral
0.09,0.11,68.55,33.42,24.70,22.80,0,Neutral
0.16,0.11,75.63,33.41,24.70,22.60,0,Neutral
-0.82,0.11,75.90,33.33,24.70,22.80,0,Neutral
0.53,0.11,72.52,33.38,24.70,22.80,0,Neutral
0.56,0.11,78.78,33.40,24.70,22.90,0,Neutral
-0.51,0.11,91.49,33.41,24.80,22.70,0,Neutral
-1.07,0.11,95.05,33.34,24.80,22.70,0,Neutral
1.45,0.13,79.22,33.22,24.80,22.80,0,Neutral
-0.14,0.12,83.43,33.25,24.80,22.10,0,Neutral
0.02,0.14,75.53,33.19,24.80,22.20,0,Neutral
-0.39,0.12,75.13,33.12,24.80,22.50,-1,Cold
0.11,0.11,80.12,32.87,24.80,22.40,-1,Cold
0.79,0.11,72.70,33.09,24.80,22.50,-1,Cold
-0.69,0.12,70.62,33.09,24.80,22.40,-1,Cold
0.03,0.12,68.42,33.17,24.80,22.70,-1,Cold
0.48,0.11,75.00,33.22,24.80,22.80,-1,Cold
-0.40,0.12,96.08,33.23,24.80,22.60,-1,Cold
0.01,0.12,92.13,33.29,24.80,22.50,-1,Cold
-0.16,0.13,101.15,33.36,24.90,22.50,-1,Cold
0.16,0.13,73.67,33.33,24.90,22.30,-1,Cold
-0.38,0.13,71.78,33.27,24.90,22.30,-1,Cold
0.49,0.12,77.20,33.28,24.90,22.20,-1,Cold
-0.53,0.12,76.42,33.37,24.90,23.30,-1,Cold
0.19,0.12,75.36,33.34,24.90,22.30,-1,Cold
0.04,0.12,76.00,33.32,24.90,22.10,-1,Cold
0.20,0.12,72.19,33.37,24.90,22.20,-1,Cold
-0.50,0.13,71.25,33.47,24.90,22.20,-1,Cold
0.41,0.12,74.67,33.50,24.90,22.10,-1,Cold
0.05,0.12,73.54,33.40,24.90,21.80,-1,Cold
0.10,0.12,68.27,33.45,24.90,21.90,-1,Cold
-0.10,0.12,71.04,33.39,24.90,21.90,-1,Cold
0.22,0.13,70.50,33.32,24.90,21.90,-1,Cold
-0.15,0.13,74.16,33.39,24.90,22.00,-1,Cold
-1.21,0.13,73.48,33.48,24.90,21.90,-1,Cold
1.04,0.13,71.30,33.48,24.90,22.00,-1,Cold
0.07,0.13,65.94,33.45,24.90,21.90,-1,Cold
0.14,0.13,75.71,33.47,24.90,21.80,-1,Cold
-0.05,0.13,77.53,33.53,24.90,21.90,-1,Cold
-0.03,0.13,79.65,33.49,24.90,21.90,-1,Cold
-0.11,0.13,74.07,33.53,24.90,21.80,-1,Cold
0.07,0.13,71.03,33.58,24.90,21.80,-1,Cold
-0.09,0.12,68.46,33.53,24.90,21.90,-1,Cold
1.01,0.13,77.56,33.43,24.90,22.00,-1,Cold
13.84,0.12,85.23,33.31,24.90,22.00,-1,Cold
0.17,0.11,66.22,33.39,24.90,21.30,-1,Cold
0.03,0.12,71.55,33.37,24.90,21.50,-1,Cold
-0.30,0.14,73.84,33.35,24.90,21.70,-1,Cold
0.16,0.12,69.90,33.31,24.90,21.70,-1,Cold
-0.10,0.08,73.52,33.27,24.90,22.20,-1,Cold
-0.37,0.10,81.86,33.22,24.90,22.10,-1,Cold
0.50,0.12,82.34,33.21,24.90,21.70,-1,Cold
-0.08,0.12,70.21,33.32,25.00,21.90,-1,Cold
0.09,0.11,68.75,33.36,25.00,21.30,-1,Cold
-0.02,0.12,67.95,33.45,25.00,21.40,-1,Cold
-0.48,0.12,71.86,33.49,25.00,21.30,0,Neutral
0.38,0.12,78.06,33.42,25.00,21.20,0,Neutral
-0.01,0.12,71.74,33.40,25.00,21.50,0,Neutral
0.07,0.12,70.66,33.39,25.00,21.40,0,Neutral
0.40,0.13,77.86,33.35,25.00,21.30,0,Neutral
-0.46,0.13,77.36,33.33,25.00,20.90,0,Neutral
0.11,0.13,71.58,33.33,25.00,21.20,0,Neutral
-0.19,0.13,69.49,33.33,25.00,21.30,0,Neutral
0.05,0.13,72.45,33.34,25.00,20.80,0,Neutral
1.29,0.13,70.07,33.35,25.00,21.20,0,Neutral
-0.98,0.12,72.20,33.30,25.00,20.80,0,Neutral
-0.33,0.13,73.71,33.19,25.00,20.80,0,Neutral
