BVP,EDA,HR,TEMP,Tin,Rhin,TSV,TSV_Label
2.30,0.11,80.06,34.51,23.70,20.70,1,Hot
-1.97,0.11,79.53,34.49,23.70,20.70,1,Hot
0.07,0.12,77.30,34.34,23.70,20.70,1,Hot
-0.13,0.12,73.79,34.39,23.70,20.60,1,Hot
0.02,0.12,78.14,34.43,23.70,20.60,1,Hot
-0.13,0.12,77.82,34.42,23.80,20.60,1,Hot
0.10,0.13,75.07,34.37,23.80,20.60,1,Hot
-0.06,0.13,77.31,34.33,23.80,20.60,1,Hot
-0.66,0.12,78.87,34.42,23.80,20.60,1,Hot
0.78,0.12,80.68,34.48,23.80,20.60,1,Hot
-0.94,0.12,70.67,34.50,23.90,20.60,1,Hot
0.52,0.12,72.16,34.48,23.90,20.60,1,Hot
0.01,0.12,63.25,34.49,23.90,20.60,1,Hot
0.13,0.12,67.53,34.45,23.90,20.50,1,Hot
-0.35,0.12,91.59,34.39,23.90,20.50,1,Hot
0.38,0.12,107.04,34.40,23.90,20.50,1,Hot
-0.39,0.12,89.26,34.45,24.00,20.60,1,Hot
0.61,0.12,83.02,34.51,24.00,20.60,1,Hot
-0.46,0.11,77.41,34.55,24.00,20.60,1,Hot
0.24,0.12,75.21,34.49,24.00,20.50,1,Hot
-0.09,0.12,78.78,34.51,24.00,20.50,1,Hot
0.21,0.12,95.57,34.47,24.00,20.50,1,Hot
-0.36,0.13,90.84,34.48,24.10,20.50,1,Hot
-0.03,0.13,119.97,34.47,24.10,20.50,1,Hot
0.16,0.13,112.27,34.49,24.10,20.50,1,Hot
0.41,0.13,77.97,34.47,24.10,20.50,1,Hot
-0.38,0.13,80.23,34.48,24.10,20.50,1,Hot
0.18,0.12,89.44,34.50,24.10,20.40,1,Hot
0.05,0.13,87.32,34.49,24.10,20.40,1,Hot
-0.52,0.12,80.70,34.48,24.20,20.40,1,Hot
0.31,0.13,77.94,34.44,24.20,20.40,1,Hot
-0.95,0.13,79.24,34.49,24.20,20.50,1,Hot
1.20,0.14,74.95,34.43,24.20,20.50,1,Hot
-0.41,0.13,82.74,34.47,24.20,20.50,1,Hot
-0.76,0.11,84.48,34.54,24.20,20.50,1,Hot
1.15,0.13,75.95,34.34,24.20,20.50,1,Hot
0.18,0.13,76.47,34.43,24.30,20.50,1,Hot
0.75,0.13,81.66,34.49,24.30,20.50,1,Hot
-1.40,0.13,78.71,34.54,24.30,20.40,1,Hot
0.57,0.12,81.94,34.41,24.30,20.40,1,Hot
-0.53,0.12,83.58,34.28,24.30,20.40,1,Hot
0.18,0.12,80.73,34.24,24.30,20.40,1,Hot
0.51,0.13,78.25,34.28,24.40,20.50,1,Hot
-0.14,0.13,82.53,34.29,24.40,20.40,1,Hot
-0.10,0.13,81.11,34.38,24.40,20.40,1,Hot
-0.06,0.13,81.28,34.42,24.40,20.30,1,Hot
0.00,0.12,83.00,34.37,24.40,20.30,1,Hot
0.00,0.11,70.46,34.37,24.40,20.30,1,Hot
-0.19,0.12,66.03,34.50,24.40,20.30,1,Hot
0.63,0.13,78.33,34.51,24.40,20.30,1,Hot
-0.32,0.13,74.68,34.60,24.50,20.30,1,Hot
-0.34,0.13,77.51,34.66,24.50,20.10,1,Hot
0.01,0.14,87.86,34.67,24.50,20.10,1,Hot
0.38,0.14,83.04,34.70,24.50,20.10,1,Hot
-0.01,0.14,85.46,34.77,24.50,20.10,1,Hot
-0.18,0.14,84.30,34.65,24.50,20.00,1,Hot
0.00,0.13,84.00,34.52,24.50,20.10,1,Hot
-0.11,0.14,108.37,34.56,24.60,20.20,1,Hot
0.00,0.13,84.42,34.76,24.60,20.00,1,Hot
0.61,0.13,80.48,34.66,24.60,20.00,1,Hot
-0.70,0.13,91.56,34.51,24.60,20.00,1,Hot
0.01,0.14,81.12,34.63,24.60,19.90,1,Hot
-0.11,0.14,74.95,34.81,24.60,20.10,1,Hot
1.73,0.14,76.31,34.88,24.60,20.40,1,Hot
-1.45,0.15,77.82,34.85,24.60,20.60,1,Hot
0.27,0.14,79.01,34.75,24.70,20.70,1,Hot
-0.40,0.15,80.79,34.09,24.70,20.50,1,Hot
0.31,0.18,84.69,34.05,24.70,20.40,1,Hot
-0.07,0.15,81.55,34.10,24.70,20.20,1,Hot
-0.02,0.14,75.96,33.74,24.70,20.10,1,Hot
0.20,0.14,84.67,33.59,24.70,19.90,1,Hot
-0.40,0.13,80.17,33.72,24.70,19.80,1,Hot
-0.06,0.12,78.93,33.52,24.70,19.80,1,Hot
0.37,0.13,93.19,33.33,24.70,19.80,1,Hot
0.69,0.13,108.28,33.23,24.80,19.80,1,Hot
-0.86,0.14,102.51,33.33,24.80,19.70,1,Hot
0.03,0.13,83.86,33.10,24.80,19.70,1,Hot
-0.16,0.13,89.72,33.13,24.80,19.70,1,Hot
0.20,0.14,83.39,33.35,24.80,19.70,1,Hot
-0.44,0.13,80.17,33.46,24.80,19.70,1,Hot
0.30,0.13,82.83,33.45,24.80,19.70,1,Hot
0.02,0.13,78.46,33.45,24.80,19.60,1,Hot
0.19,0.13,85.61,33.51,24.80,19.60,1,Hot
0.21,0.13,81.07,33.56,24.80,19.50,1,Hot
-0.50,0.13,84.27,33.58,24.90,19.50,1,Hot
0.18,0.13,87.96,33.51,24.90,19.50,1,Hot
-0.05,0.13,84.71,33.57,24.90,19.50,1,Hot
-0.02,0.13,87.35,33.56,24.90,19.50,1,Hot
0.54,0.13,80.12,33.60,24.90,19.50,1,Hot
-0.40,0.12,84.52,33.65,24.90,19.40,1,Hot
0.08,0.13,83.98,33.74,24.90,19.40,1,Hot
-0.17,0.14,82.59,33.81,24.90,19.40,1,Hot
0.40,0.13,87.65,33.79,24.90,19.40,1,Hot
0.44,0.13,90.59,33.74,25.00,19.40,1,Hot
-0.92,0.12,87.88,33.76,25.00,19.40,1,Hot
0.34,0.12,88.51,33.80,25.00,19.30,1,Hot
0.82,0.12,88.78,33.80,25.00,19.30,1,Hot
-2.95,0.13,93.98,33.74,25.00,19.40,1,Hot
1.31,0.14,81.34,33.76,25.00,19.40,1,Hot
-1.17,0.14,80.87,33.75,25.00,19.30,1,Hot
1.60,0.14,79.41,33.72,25.00,19.20,1,Hot
0.13,0.14,77.20,33.76,25.00,19.30,1,Hot
-0.05,0.14,82.61,33.83,25.00,19.30,1,Hot
0.01,0.15,80.75,33.75,25.00,19.30,1,Hot
-0.19,0.14,84.87,33.74,25.00,19.30,1,Hot
0.13,0.14,82.93,33.68,25.00,19.30,1,Hot
0.21,0.13,75.74,33.75,25.10,19.20,1,Hot
0.03,0.14,78.78,33.84,25.10,19.20,1,Hot
-0.20,0.17,81.05,33.96,25.10,19.30,1,Hot
-0.22,0.15,87.02,33.99,25.10,19.20,1,Hot
0.32,0.15,83.04,34.10,25.10,19.30,1,Hot
-0.03,0.14,82.03,34.24,25.10,19.30,1,Hot
0.28,0.13,88.51,34.24,25.10,19.20,1,Hot
-0.31,0.14,84.33,34.23,25.10,19.20,1,Hot
0.12,0.14,94.25,34.15,25.10,19.20,1,Hot
-0.14,0.14,99.09,34.07,25.10,19.10,1,Hot
0.29,0.13,96.65,34.10,25.10,18.90,1,Hot
0.14,0.13,102.59,34.22,25.10,18.80,1,Hot
-0.45,0.13,104.86,34.30,25.10,18.80,1,Hot
0.30,0.14,80.56,34.38,25.10,18.80,1,Hot
-0.96,0.17,88.27,34.43,25.10,18.80,1,Hot
1.48,0.18,83.43,34.52,25.10,18.80,1,Hot
0.55,0.21,77.04,34.55,25.10,18.80,1,Hot
-1.59,0.22,78.11,34.49,25.10,18.80,1,Hot
0.67,0.41,80.09,34.51,25.10,18.80,1,Hot
-0.40,0.64,74.91,34.54,25.10,18.60,1,Hot
0.04,1.10,78.15,34.54,25.10,18.70,1,Hot
-0.27,1.32,81.79,34.57,25.10,18.60,1,Hot
0.22,1.19,95.81,34.63,25.10,18.60,1,Hot
-0.15,0.86,87.93,34.61,25.10,18.50,1,Hot
0.27,0.78,97.23,34.57,25.10,18.50,1,Hot
-0.31,1.21,85.26,34.60,25.10,18.40,1,Hot
0.58,1.53,70.90,34.59,25.10,18.50,1,Hot
-0.38,1.88,82.04,34.48,25.10,18.40,1,Hot
-0.47,1.85,89.81,34.43,25.10,18.40,1,Hot
0.63,1.47,83.31,34.44,25.10,18.50,1,Hot
-0.25,2.05,84.06,34.56,25.10,18.50,1,Hot
0.04,1.97,85.42,34.49,25.10,18.50,1,Hot
-0.28,1.69,92.40,34.44,25.10,18.40,1,Hot
0.38,1.73,113.14,34.40,25.10,18.40,1,Hot
-0.34,2.39,92.81,34.37,25.20,18.40,1,Hot
0.59,1.91,87.13,34.26,25.20,18.30,1,Hot
-0.41,1.40,99.04,34.26,25.20,18.30,1,Hot
-0.10,1.03,93.39,34.29,25.20,18.30,1,Hot
0.10,1.04,76.66,34.25,25.20,18.20,1,Hot
0.01,1.09,86.71,34.14,25.20,18.30,1,Hot
-0.11,0.93,97.62,34.12,25.20,18.20,1,Hot
0.26,1.25,89.99,34.10,25.20,18.30,1,Hot
-0.01,1.27,76.04,33.96,25.20,18.20,1,Hot
0.11,1.40,83.09,34.01,25.20,18.20,1,Hot
-0.23,1.30,87.51,34.00,25.20,18.20,1,Hot
0.09,1.19,86.46,34.04,25.20,18.20,1,Hot
-1.14,0.99,88.59,34.09,25.20,18.20,1,Hot
1.00,2.19,86.36,34.14,25.20,18.30,1,Hot
-0.05,2.07,79.61,34.17,25.20,18.20,1,Hot
0.17,1.90,74.76,33.99,25.20,18.30,1,Hot
-1.37,1.30,85.38,34.06,25.20,18.30,1,Hot
1.46,1.48,82.67,33.82,25.20,18.20,1,Hot
-0.20,1.29,81.37,33.68,25.20,18.30,1,Hot
0.05,2.19,80.69,33.97,25.20,18.40,1,Hot
0.25,2.68,83.76,34.08,25.20,18.30,1,Hot
-0.14,2.82,83.64,34.43,25.20,18.30,1,Hot
-0.01,2.11,83.15,34.64,25.20,18.40,1,Hot
0.04,1.19,84.99,34.63,25.30,18.30,1,Hot
-0.10,1.14,84.75,34.57,25.30,18.30,1,Hot
-0.28,1.59,78.14,34.65,25.30,18.30,1,Hot
0.34,2.01,78.62,34.69,25.30,18.30,1,Hot
0.10,2.89,88.40,34.85,25.30,18.30,1,Hot
-0.24,2.81,94.26,34.99,25.30,18.30,1,Hot
-0.01,2.56,86.89,35.04,25.30,18.40,1,Hot
-0.12,2.42,81.43,35.03,25.30,18.30,1,Hot
0.05,3.29,83.04,34.90,25.30,18.30,1,Hot
0.15,2.52,81.08,34.94,25.30,18.30,1,Hot
1.57,2.07,81.03,35.00,25.30,18.40,1,Hot
-1.57,3.74,84.29,35.03,25.30,18.40,1,Hot
0.07,2.96,81.04,35.10,25.30,18.40,1,Hot
-0.17,2.95,83.06,35.13,25.40,18.40,1,Hot
0.32,2.62,82.89,34.96,25.40,18.40,1,Hot
-0.14,2.21,79.51,35.06,25.40,18.50,1,Hot
0.04,2.03,85.18,35.14,25.40,18.50,1,Hot
-0.05,2.35,82.28,35.16,25.40,18.40,1,Hot
-0.17,3.78,88.29,35.20,25.40,18.40,1,Hot
-0.09,3.19,92.46,35.27,25.40,18.40,1,Hot
0.36,2.84,90.65,35.24,25.40,18.50,1,Hot
-0.10,2.50,86.05,35.19,25.40,18.40,1,Hot
0.05,2.24,94.61,35.11,25.40,18.40,1,Hot
-0.02,1.78,83.34,35.11,25.40,18.40,1,Hot
-0.35,1.45,77.55,35.07,25.50,18.60,1,Hot
-0.02,1.24,78.23,35.03,25.50,18.90,1,Hot
0.51,1.00,80.93,35.04,25.50,18.70,1,Hot
-0.29,0.84,81.99,35.04,25.50,18.80,1,Hot
0.14,0.68,80.87,35.07,25.50,18.70,1,Hot
-0.01,0.56,83.08,35.12,25.50,18.80,1,Hot
-0.10,0.51,81.56,35.15,25.50,18.60,1,Hot
0.28,0.46,79.17,35.23,25.60,18.60,1,Hot
-0.34,0.40,89.19,35.28,25.60,18.60,1,Hot
0.29,0.35,90.45,35.32,25.60,18.60,1,Hot
-0.05,0.31,78.85,35.38,25.60,18.70,1,Hot
-0.20,0.27,80.66,35.47,25.60,18.80,1,Hot
0.12,0.23,84.21,35.50,25.60,19.00,1,Hot
-0.46,0.20,85.98,35.56,25.70,18.80,1,Hot
0.03,0.18,82.17,35.59,25.70,18.90,1,Hot
1.00,0.16,79.63,35.62,25.70,18.80,1,Hot
-0.71,0.21,80.74,35.59,25.70,18.90,1,Hot
0.43,0.56,76.91,35.43,25.70,18.70,1,Hot
-0.39,0.51,79.57,35.47,25.70,18.60,1,Hot
-0.02,0.40,81.86,35.42,25.80,18.60,1,Hot
0.01,0.32,91.83,35.47,25.80,18.60,1,Hot
0.24,0.18,112.90,35.48,25.80,18.50,1,Hot
-0.22,0.09,116.67,35.44,25.80,18.50,1,Hot
0.02,0.18,118.43,35.49,25.80,18.50,1,Hot
-0.12,0.16,116.05,35.54,25.80,18.30,1,Hot
0.17,0.16,106.01,35.53,25.80,18.20,1,Hot
-0.06,0.17,93.24,35.29,25.80,17.90,1,Hot
0.11,0.17,87.69,34.76,25.80,18.00,1,Hot
0.12,0.17,84.92,34.67,25.80,18.10,1,Hot
-1.60,0.17,88.47,34.69,25.80,17.90,1,Hot
