Pd,Tin,RHin,Tout,RHout,Pa,Ws,Wd,SR,Td,RHd,NVR
0.09,26.6,45,29.3,53.4,994.2,1.0,258.0,0.0,-2.7,-8.4,2.065
0.09,26.6,46,29.2,53.4,994.3,1.3,250.9,0.0,-2.6,-7.4,4.718999999999999
0.09,26.7,46,29.2,53.2,994.3,2.1,245.8,0.0,-2.5,-7.2,2.95
0.09,26.7,47,29.3,53.3,994.3,1.4,243.6,0.0,-2.6,-6.3,3.8339999999999996
0.09,26.7,48,29.3,53.3,994.3,1.5,256.0,0.0,-2.6,-5.3,2.36
0.09,26.8,48,29.2,53.4,994.3,1.7,259.0,0.0,-2.4,-5.4,3.245
0.09,26.8,48,29.2,53.5,994.3,1.5,253.8,0.0,-2.4,-5.5,3.8339999999999996
0.09,26.9,49,29.2,54.0,994.3,0.3,263.2,0.0,-2.3,-5.0,1.475
0.09,26.9,48,29.1,54.4,994.3,0.9,284.0,0.0,-2.2,-6.4,1.77
0.09,26.9,47,29.0,54.5,994.3,1.2,266.5,0.0,-2.1,-7.5,0.885
0.1,26.8,46,29.0,54.7,994.3,1.1,269.9,0.0,-2.2,-8.7,2.065
0.09,26.8,46,28.9,54.8,994.3,1.2,275.8,0.0,-2.1,-8.8,2.36
0.09,26.8,47,28.8,55.0,994.3,1.2,279.6,0.0,-2.0,-8.0,2.36
0.09,26.8,47,28.8,55.2,994.3,1.2,266.5,0.0,-2.0,-8.2,0.59
0.09,26.8,47,28.7,55.6,994.3,1.1,263.2,0.0,-1.9,-8.6,2.36
0.09,26.8,46,28.7,55.8,994.3,1.0,264.2,0.0,-1.9,-9.8,0.295
0.09,26.8,45,28.6,56.2,994.4,1.0,259.1,0.0,-1.8,-11.2,1.77
0.09,26.8,44,28.6,56.4,994.4,0.9,261.2,0.0,-1.8,-12.4,2.655
0.09,26.7,43,28.5,56.6,994.4,0.9,248.2,0.0,-1.8,-13.6,1.18
0.09,26.6,42,28.5,56.8,994.4,1.2,254.7,0.0,-1.9,-14.8,3.8339999999999996
0.08,26.6,42,28.4,56.8,994.4,2.3,247.9,0.0,-1.8,-14.8,3.245
0.08,26.6,43,28.4,56.9,994.4,1.7,248.1,0.0,-1.8,-13.9,3.8339999999999996
0.08,26.6,44,28.4,56.8,994.4,1.7,257.2,0.0,-1.8,-12.8,1.77
0.08,26.7,45,28.4,56.7,994.4,1.4,249.5,0.0,-1.7,-11.7,2.065
0.08,26.7,45,28.4,56.8,994.4,1.5,246.3,0.0,-1.7,-11.8,1.18
0.08,26.8,46,28.4,56.9,994.4,1.6,255.6,0.0,-1.6,-10.9,1.475
0.08,26.8,47,28.4,56.9,994.5,1.9,247.9,0.0,-1.6,-9.9,2.36
0.08,26.8,47,28.3,57.0,994.5,1.5,248.4,0.0,-1.5,-10.0,1.475
0.08,26.8,48,28.3,57.3,994.5,1.5,250.3,0.0,-1.5,-9.3,2.065
0.09,26.9,47,28.3,57.3,994.5,1.7,250.0,0.0,-1.4,-10.3,2.95
0.09,26.9,46,28.2,57.4,994.5,2.2,237.5,0.0,-1.3,-11.4,2.065
0.09,26.9,45,28.2,57.8,994.5,1.3,240.8,0.0,-1.3,-12.8,2.95
0.09,26.8,44,28.1,58.0,994.6,1.8,240.4,0.0,-1.3,-14.0,0.885
0.09,26.7,42,28.1,57.9,994.6,1.1,227.3,0.0,-1.4,-15.9,0.295
0.09,26.6,42,28.1,57.9,994.6,0.9,243.8,0.0,-1.5,-15.9,2.95
0.08,26.5,42,28.1,57.9,994.6,0.5,228.1,0.0,-1.6,-15.9,5.309
0.08,26.5,44,28.1,57.6,994.7,0.7,192.6,0.0,-1.6,-13.6,2.95
0.08,26.6,45,28.1,58.0,994.7,0.5,323.5,0.0,-1.5,-13.0,2.065
0.08,26.6,45,28.0,58.3,994.7,0.0,0.0,0.0,-1.4,-13.3,2.95
0.08,26.7,46,28.0,58.2,994.8,0.1,323.4,0.0,-1.3,-12.2,3.54
0.08,26.7,46,28.0,58.0,994.8,0.5,2.9,0.0,-1.3,-12.0,2.36
0.08,26.8,47,28.0,58.2,994.8,0.4,318.2,0.0,-1.2,-11.2,0.885
0.08,26.8,47,28.0,58.2,994.8,0.3,290.5,0.0,-1.2,-11.2,4.129
0.08,26.8,48,28.0,58.2,994.8,0.6,288.7,0.0,-1.2,-10.2,4.129
0.08,26.9,48,28.0,58.2,994.9,0.4,276.9,0.0,-1.1,-10.2,2.95
0.08,26.9,47,28.0,58.2,994.9,0.7,248.3,0.0,-1.1,-11.2,2.95
0.08,26.9,45,28.0,58.3,994.9,0.7,229.8,0.0,-1.1,-13.3,2.065
0.08,26.8,44,27.9,58.7,994.9,0.7,228.5,0.0,-1.1,-14.7,2.065
0.08,26.7,43,27.9,59.0,994.9,0.8,236.5,0.0,-1.2,-16.0,2.36
0.08,26.7,42,27.8,59.1,994.9,0.7,251.6,0.0,-1.1,-17.1,1.77
0.08,26.6,42,27.8,59.1,994.8,0.5,232.7,0.0,-1.2,-17.1,1.475
0.08,26.6,42,27.8,59.0,994.8,0.5,277.9,0.0,-1.2,-17.0,2.36
0.07,26.6,43,27.8,59.1,994.8,0.6,290.5,0.0,-1.2,-16.1,2.065
0.07,26.6,44,27.8,59.2,994.9,0.9,317.4,0.0,-1.2,-15.2,2.36
0.07,26.7,45,27.8,59.1,994.9,0.3,309.6,0.0,-1.1,-14.1,3.245
0.07,26.7,45,27.8,58.9,994.9,0.4,295.9,0.0,-1.1,-13.9,0.885
0.07,26.8,46,27.8,59.0,994.9,0.2,295.0,0.0,-1.0,-13.0,1.475
0.07,26.8,47,27.7,59.3,994.9,0.4,235.5,0.0,-0.9,-12.3,0.885
0.07,26.8,47,27.6,59.8,994.8,0.3,244.2,0.0,-0.8,-12.8,2.95
0.07,26.8,48,27.6,60.0,994.8,0.2,252.2,0.0,-0.8,-12.0,1.18
0.12,27.7,31,31.9,37.5,996.5,5.1,54.3,0.07,-4.2,-6.5,17.993
0.16,27.8,31,32.0,37.6,996.5,5.5,44.8,0.06,-4.2,-6.6,9.439
0.14,27.7,31,31.9,37.2,996.5,4.5,60.0,0.06,-4.2,-6.2,15.043
0.17,27.7,32,31.8,37.0,996.5,5.0,60.7,0.07,-4.1,-5.0,10.324000000000002
0.15,27.6,32,31.8,37.2,996.4,5.1,32.6,0.06,-4.2,-5.2,10.619000000000002
0.17,27.6,32,31.8,37.2,996.4,3.7,46.6,0.06,-4.2,-5.2,5.899
0.18,27.5,32,31.8,37.9,996.4,5.5,35.0,0.07,-4.3,-5.9,6.784
0.15,27.5,32,31.8,36.8,996.3,3.2,28.6,0.06,-4.3,-4.8,5.604
0.15,27.4,32,31.8,37.8,996.4,4.1,19.8,0.06,-4.4,-5.8,23.006999999999998
0.18,27.4,32,31.8,37.2,996.3,1.8,341.3,0.07,-4.4,-5.2,13.273
0.17,27.3,32,31.7,37.4,996.3,3.8,15.6,0.06,-4.4,-5.4,32.150999999999996
0.17,27.3,33,31.6,37.3,996.4,2.3,354.6,0.06,-4.3,-4.3,24.186999999999998
0.16,27.2,33,31.6,38.0,996.4,3.5,25.8,0.07,-4.4,-5.0,2.36
0.15,27.2,33,31.6,38.1,996.4,5.2,24.1,0.06,-4.4,-5.1,15.043
0.16,27.2,33,31.7,38.0,996.4,4.2,24.0,0.06,-4.5,-5.0,11.208
0.15,27.2,33,31.7,38.0,996.4,3.1,23.6,0.07,-4.5,-5.0,11.798
0.15,27.1,33,31.8,38.3,996.4,3.5,16.9,0.06,-4.7,-5.3,20.057000000000002
0.17,27.1,33,31.8,37.6,996.4,2.6,41.7,0.06,-4.7,-4.6,13.568
0.12,27.1,33,31.8,38.0,996.4,3.7,43.2,0.06,-4.7,-5.0,33.92
0.15,27.1,33,31.9,38.9,996.4,2.6,48.1,0.07,-4.8,-5.9,12.388
0.14,27.0,33,32.0,39.3,996.4,3.5,21.2,0.06,-5.0,-6.3,18.582
0.16,27.0,33,32.1,39.6,996.4,4.3,29.4,0.07,-5.1,-6.6,30.086
0.18,26.9,33,32.2,39.4,996.4,2.5,24.2,0.06,-5.3,-6.4,15.338
0.15,26.9,33,32.3,38.6,996.4,3.2,18.9,0.06,-5.4,-5.6,6.489
0.14,26.9,33,32.3,38.4,996.3,4.2,39.1,0.07,-5.4,-5.4,5.309
0.18,26.9,33,32.3,38.2,996.3,3.9,18.2,0.06,-5.4,-5.2,16.518
0.14,26.9,33,32.4,38.9,996.4,3.6,38.4,0.06,-5.5,-5.9,23.006999999999998
0.18,26.8,33,32.4,38.6,996.4,4.2,46.9,0.07,-5.6,-5.6,10.914000000000001
0.16,26.8,33,32.5,38.3,996.4,2.8,54.4,0.06,-5.7,-5.3,25.662
0.17,26.8,34,32.5,37.6,996.4,3.2,53.7,0.06,-5.7,-3.6,23.006999999999998
0.14,26.7,34,32.5,37.7,996.3,4.3,97.3,0.07,-5.8,-3.7,7.9639999999999995
0.14,26.7,34,32.5,38.4,996.4,3.6,59.0,0.06,-5.8,-4.4,7.9639999999999995
0.15,26.7,34,32.5,37.7,996.3,4.1,66.8,0.06,-5.8,-3.7,14.748
0.16,26.7,34,32.5,37.3,996.3,4.9,75.1,0.07,-5.8,-3.3,15.927999999999999
0.14,26.6,34,32.4,37.4,996.3,6.0,102.4,0.06,-5.8,-3.4,19.467
0.15,26.6,34,32.3,36.7,996.3,3.3,93.7,0.06,-5.7,-2.7,17.993
0.14,26.6,34,32.2,36.9,996.2,3.2,53.9,0.07,-5.6,-2.9,11.503
0.15,26.5,34,32.2,37.8,996.3,5.1,22.5,0.06,-5.7,-3.8,17.403
0.16,26.5,35,32.3,38.1,996.3,5.0,48.6,0.06,-5.8,-3.1,25.072
0.14,26.6,35,32.4,38.3,996.3,4.0,79.8,0.06,-5.8,-3.3,6.784
0.17,26.6,35,32.4,37.4,996.3,4.5,62.2,0.07,-5.8,-2.4,10.324000000000002
0.15,26.5,35,32.4,38.3,996.2,5.3,56.9,0.06,-5.9,-3.3,10.324000000000002
0.15,26.5,35,32.4,37.7,996.2,5.3,75.2,0.07,-5.9,-2.7,23.892
0.14,26.4,34,32.4,37.2,996.3,5.9,60.5,0.05,-6.0,-3.2,6.489
0.15,26.4,35,32.4,37.4,996.3,6.0,43.8,0.08,-6.0,-2.4,22.712
0.16,26.4,35,32.3,37.5,996.3,4.6,54.7,0.06,-5.9,-2.5,23.596999999999998
0.15,26.4,35,32.3,37.5,996.3,5.1,65.4,0.06,-5.9,-2.5,26.546
0.14,26.4,35,32.3,37.7,996.3,4.2,48.8,0.06,-5.9,-2.7,21.826999999999998
0.14,26.4,35,32.3,38.0,996.3,6.3,41.8,0.07,-5.9,-3.0,7.374
0.15,26.4,35,32.3,38.1,996.3,5.7,50.4,0.06,-5.9,-3.1,30.676
0.15,26.4,35,32.4,38.0,996.3,5.0,51.7,0.07,-6.0,-3.0,14.748
0.15,26.4,36,32.4,38.4,996.3,4.9,53.4,0.05,-6.0,-2.4,26.546
0.16,26.4,36,32.5,38.7,996.3,4.3,77.8,0.07,-6.1,-2.7,29.791
0.14,26.4,36,32.5,37.8,996.2,3.0,40.5,0.07,-6.1,-1.8,28.611
0.16,26.4,36,32.5,38.8,996.2,4.6,33.9,0.06,-6.1,-2.8,22.416999999999998
0.15,26.4,36,32.5,38.2,996.2,5.5,40.6,0.05,-6.1,-2.2,20.941999999999997
0.14,26.4,36,32.5,37.3,996.2,5.0,39.5,0.08,-6.1,-1.3,24.482
0.13,26.4,36,32.4,37.7,996.2,5.3,43.5,0.06,-6.0,-1.7,20.941999999999997
0.13,26.4,36,32.4,38.3,996.2,5.5,45.9,0.06,-6.0,-2.3,17.108
0.14,26.4,36,32.5,38.3,996.2,5.3,51.2,0.07,-6.1,-2.3,18.288
0.13,26.4,36,32.5,38.3,996.1,4.3,51.2,0.06,-6.1,-2.3,3.8339999999999996
0.13,26.3,36,32.5,38.0,996.1,3.7,41.4,0.06,-6.2,-2.0,12.093
0.14,26.3,36,32.5,38.5,996.1,5.3,37.1,0.07,-6.2,-2.5,23.302
0.13,26.3,36,32.5,38.2,996.1,5.4,54.1,0.06,-6.2,-2.2,15.338
0.14,26.3,36,32.5,39.3,996.1,4.5,78.7,0.06,-6.2,-3.3,19.762
0.13,26.3,36,32.6,39.0,996.0,3.9,45.8,0.07,-6.3,-3.0,11.208
0.18,26.3,36,32.6,38.3,996.0,4.7,45.1,0.06,-6.3,-2.3,10.914000000000001
0.15,26.3,35,32.6,38.0,996.0,5.5,45.3,0.06,-6.3,-3.0,28.316
0.13,26.2,35,32.6,38.6,995.9,6.2,47.1,0.06,-6.4,-3.6,24.776999999999997
0.18,26.2,36,32.7,38.6,995.9,5.7,41.5,0.07,-6.5,-2.6,31.855999999999998
0.18,26.3,36,32.7,37.8,995.9,5.0,51.5,0.07,-6.4,-1.8,21.826999999999998
0.14,26.3,36,32.7,38.7,995.9,5.7,28.5,0.06,-6.4,-2.7,11.798
0.13,26.3,36,32.7,38.6,995.9,6.6,33.7,0.05,-6.4,-2.6,10.324000000000002
0.13,26.3,36,32.7,39.0,995.9,5.5,38.7,0.07,-6.4,-3.0,17.698
0.13,26.3,36,32.7,39.0,996.0,7.2,42.7,0.07,-6.4,-3.0,15.043
0.14,26.2,36,32.7,39.0,995.9,5.3,34.5,0.06,-6.5,-3.0,30.381
0.14,26.2,36,32.7,38.9,995.9,4.3,29.8,0.05,-6.5,-2.9,21.531999999999996
0.13,26.2,36,32.8,39.3,995.9,4.4,37.3,0.07,-6.6,-3.3,15.633
0.13,26.2,36,32.8,39.5,995.9,5.0,36.0,0.07,-6.6,-3.5,18.877
0.14,26.2,36,32.9,40.0,995.9,4.5,42.6,0.06,-6.7,-4.0,28.316
0.15,26.2,37,32.9,39.5,995.8,4.9,35.1,0.05,-6.7,-2.5,17.108
0.13,26.2,36,33.0,39.7,995.8,4.4,45.7,0.07,-6.8,-3.7,1.18
0.13,26.2,36,33.0,38.8,995.8,6.0,29.1,0.07,-6.8,-2.8,9.439
0.14,26.2,36,32.9,38.9,995.8,5.0,29.3,0.06,-6.7,-2.9,19.172
0.13,26.2,36,32.9,39.5,995.8,5.8,42.4,0.05,-6.7,-3.5,14.158
0.14,26.2,36,32.9,39.1,995.8,5.2,52.5,0.07,-6.7,-3.1,6.489
0.13,26.2,36,32.9,39.3,995.8,4.6,32.6,0.06,-6.7,-3.3,11.208
0.16,26.2,36,32.8,39.6,995.8,5.0,41.4,0.07,-6.6,-3.6,33.036
0.14,26.2,36,32.8,38.7,995.8,4.5,50.8,0.05,-6.6,-2.7,11.798
0.15,26.2,36,32.7,38.5,995.8,4.3,50.3,0.07,-6.5,-2.5,19.762
0.14,26.2,36,32.7,39.0,995.7,3.9,38.7,0.06,-6.5,-3.0,19.467
0.14,26.2,37,32.8,39.3,995.7,2.6,42.0,0.06,-6.6,-2.3,7.374
0.2,26.2,37,32.8,39.3,995.7,4.3,36.5,0.06,-6.6,-2.3,31.561
0.13,26.2,36,32.8,39.5,995.7,3.8,55.6,0.06,-6.6,-3.5,17.403
0.15,26.2,36,32.8,39.2,995.8,4.9,67.9,0.06,-6.6,-3.2,24.482
0.15,26.2,36,32.8,39.3,995.7,4.0,89.2,0.07,-6.6,-3.3,17.698
0.14,26.2,36,32.7,38.7,995.7,2.5,73.3,0.06,-6.5,-2.7,13.863
0.14,26.1,36,32.7,38.5,995.7,4.1,37.0,0.06,-6.6,-2.5,11.798
0.15,26.1,36,32.7,39.0,995.7,5.5,21.1,0.06,-6.6,-3.0,20.647
0.15,26.1,36,32.6,39.3,995.7,4.4,20.6,0.05,-6.5,-3.3,29.496
0.17,26.1,36,32.7,39.4,995.7,3.2,15.8,0.07,-6.6,-3.4,10.324000000000002
0.14,26.1,36,32.7,38.6,995.7,3.5,35.3,0.06,-6.6,-2.6,18.582
0.19,26.1,35,32.7,39.6,995.7,3.6,75.5,0.06,-6.6,-4.6,31.266
0.14,26.1,35,32.7,39.7,995.6,3.3,46.8,0.05,-6.6,-4.7,7.374
0.18,26.0,36,32.8,40.3,995.6,6.0,32.6,0.07,-6.8,-4.3,20.941999999999997
0.12,26.0,36,32.9,40.0,995.6,5.5,24.8,0.06,-6.9,-4.0,21.237
0.15,26.0,36,32.8,39.4,995.6,4.7,30.2,0.06,-6.8,-3.4,27.726
0.14,26.0,36,32.8,39.4,995.7,3.6,49.3,0.06,-6.8,-3.4,12.093
0.16,26.0,37,32.8,39.5,995.7,3.5,55.8,0.06,-6.8,-2.5,30.086
0.14,26.0,36,32.8,40.0,995.7,4.4,51.3,0.06,-6.8,-4.0,10.324000000000002
0.16,26.0,36,32.8,39.9,995.7,4.2,48.6,0.06,-6.8,-3.9,23.302
0.14,26.0,36,32.8,39.6,995.6,3.2,56.7,0.06,-6.8,-3.6,10.619000000000002
0.14,26.0,36,32.8,40.1,995.6,5.1,42.7,0.06,-6.8,-4.1,3.8339999999999996
0.19,26.0,36,32.9,39.4,995.6,4.3,28.0,0.06,-6.9,-3.4,13.273
0.16,26.0,36,32.9,38.3,995.5,5.3,82.6,0.06,-6.9,-2.3,28.906
0.16,26.0,36,32.9,38.9,995.5,4.4,67.5,0.06,-6.9,-2.9,16.518
0.18,26.0,36,32.9,38.5,995.5,4.1,77.7,0.06,-6.9,-2.5,14.748
0.2,26.0,36,32.8,37.7,995.5,5.7,43.7,0.06,-6.8,-1.7,35.1
0.15,26.0,36,32.8,39.1,995.5,6.5,37.6,0.06,-6.8,-3.1,10.324000000000002
0.22,26.0,36,32.9,39.2,995.5,4.5,39.6,0.06,-6.9,-3.2,16.813
0.18,26.0,37,33.0,38.8,995.5,5.1,65.8,0.06,-7.0,-1.8,35.69
0.17,26.0,37,33.0,38.8,995.5,4.7,68.5,0.06,-7.0,-1.8,26.250999999999998
0.14,26.0,37,33.1,38.2,995.5,6.2,62.0,0.06,-7.1,-1.2,21.531999999999996
0.18,26.0,37,32.9,37.6,995.5,4.6,70.6,0.05,-6.9,-0.6,23.006999999999998
0.13,26.0,37,33.0,38.9,995.5,4.1,76.5,0.06,-7.0,-1.9,10.619000000000002
0.14,26.0,37,33.0,38.5,995.5,4.1,104.8,0.06,-7.0,-1.5,18.877
0.13,26.0,36,33.0,38.1,995.5,3.7,80.1,0.06,-7.0,-2.1,5.309
0.13,26.0,36,33.0,38.1,995.5,4.6,82.3,0.06,-7.0,-2.1,14.748
0.14,26.0,36,33.0,38.3,995.5,4.1,36.6,0.06,-7.0,-2.3,8.849
0.15,26.0,37,33.0,37.9,995.5,3.7,37.0,0.05,-7.0,-0.9,6.784
0.14,26.0,36,33.0,38.5,995.5,3.0,44.0,0.06,-7.0,-2.5,8.259
0.14,26.0,36,33.0,38.5,995.5,5.1,27.3,0.06,-7.0,-2.5,4.718999999999999
0.21,26.0,36,33.0,38.7,995.5,4.8,29.7,0.06,-7.0,-2.7,35.69
0.13,25.9,36,33.0,39.1,995.5,3.3,46.6,0.06,-7.1,-3.1,5.604
0.15,25.9,36,33.1,39.0,995.5,3.8,34.7,0.05,-7.2,-3.0,25.072
0.12,25.9,36,33.0,38.4,995.4,3.3,12.2,0.06,-7.1,-2.4,22.122
0.24,25.9,36,33.0,38.7,995.4,4.8,42.5,0.06,-7.1,-2.7,32.150999999999996
0.13,26.0,36,33.0,38.0,995.4,6.8,62.1,0.06,-7.0,-2.0,8.259
0.15,26.0,36,33.0,38.0,995.4,4.9,84.0,0.05,-7.0,-2.0,16.518
0.16,26.0,36,33.0,38.5,995.4,2.9,80.9,0.06,-7.0,-2.5,23.006999999999998
0.17,25.9,36,33.0,38.3,995.4,3.7,76.3,0.06,-7.1,-2.3,32.150999999999996
0.14,25.9,37,33.0,39.0,995.4,4.2,89.7,0.05,-7.1,-2.0,13.863
0.14,25.9,36,33.1,38.0,995.4,5.3,101.4,0.06,-7.2,-2.0,22.122
0.14,25.9,36,33.1,37.7,995.4,4.8,96.9,0.06,-7.2,-1.7,14.158
0.15,25.9,36,32.9,37.0,995.4,4.8,90.4,0.05,-7.0,-1.0,22.712
0.14,25.9,36,32.9,37.6,995.4,4.3,88.4,0.06,-7.0,-1.6,8.259
0.2,25.9,36,32.9,38.9,995.4,2.7,76.6,0.06,-7.0,-2.9,24.776999999999997
0.17,25.9,36,32.9,38.3,995.4,5.5,101.5,0.05,-7.0,-2.3,9.734
0.2,25.9,36,33.0,38.0,995.4,5.4,102.8,0.06,-7.1,-2.0,31.855999999999998
0.15,25.9,36,32.9,37.2,995.3,4.0,92.6,0.06,-7.0,-1.2,23.006999999999998
0.17,25.8,36,32.9,37.9,995.3,3.9,72.3,0.05,-7.1,-1.9,25.072
0.17,25.8,36,32.8,37.8,995.4,5.8,94.3,0.06,-7.0,-1.8,13.863
0.17,25.8,36,32.7,37.8,995.4,5.3,83.3,0.05,-6.9,-1.8,18.582
0.14,25.9,36,32.7,38.5,995.4,4.6,84.7,0.06,-6.8,-2.5,2.95
0.14,25.9,36,32.8,38.6,995.4,5.3,68.6,0.05,-6.9,-2.6,4.718999999999999
0.14,25.9,36,32.7,38.4,995.4,3.7,96.5,0.06,-6.8,-2.4,7.079
0.15,25.8,36,32.7,38.5,995.4,2.5,80.0,0.05,-6.9,-2.5,30.381
0.16,25.8,36,32.8,38.9,995.4,3.2,89.5,0.06,-7.0,-2.9,6.489
0.15,25.8,36,32.8,39.1,995.4,3.8,59.4,0.05,-7.0,-3.1,13.863
0.17,25.8,36,32.9,39.6,995.4,6.2,28.9,0.06,-7.1,-3.6,13.568
0.21,25.8,36,32.9,39.1,995.4,4.2,72.2,0.05,-7.1,-3.1,35.395
0.2,25.8,37,32.9,39.0,995.4,3.6,54.7,0.05,-7.1,-2.0,29.791
0.16,25.9,37,32.9,39.3,995.4,3.9,37.7,0.06,-7.0,-2.3,12.388
0.15,25.9,37,32.9,38.9,995.4,3.3,38.8,0.05,-7.0,-1.9,34.805
0.18,25.9,37,32.9,39.3,995.3,3.6,36.4,0.06,-7.0,-2.3,17.993
0.17,25.9,37,32.9,38.9,995.3,3.6,32.7,0.05,-7.0,-1.9,35.69
0.15,25.9,37,32.9,38.8,995.3,4.7,45.2,0.05,-7.0,-1.8,23.006999999999998
0.18,25.9,37,32.9,38.8,995.4,4.0,77.7,0.06,-7.0,-1.8,21.531999999999996
0.19,25.9,37,33.0,38.8,995.3,2.7,83.6,0.05,-7.1,-1.8,19.172
0.16,25.9,37,33.0,38.1,995.3,4.4,102.5,0.05,-7.1,-1.1,31.266
0.13,25.9,37,32.9,38.3,995.3,4.2,78.6,0.06,-7.0,-1.3,11.798
0.12,25.9,37,32.9,38.5,995.3,3.6,94.4,0.05,-7.0,-1.5,10.029
0.12,25.9,36,32.9,39.2,995.3,3.4,68.8,0.05,-7.0,-3.2,8.849
0.13,25.8,36,32.9,39.8,995.3,3.4,65.3,0.06,-7.1,-3.8,15.633
0.13,25.8,36,33.0,39.0,995.3,4.1,63.8,0.05,-7.2,-3.0,10.619000000000002
0.11,25.8,36,33.0,39.0,995.3,4.3,59.9,0.05,-7.2,-3.0,22.416999999999998
0.13,25.8,36,33.1,39.1,995.3,3.8,60.3,0.05,-7.3,-3.1,11.798
0.14,25.8,36,33.0,38.5,995.3,3.8,53.8,0.05,-7.2,-2.5,14.158
0.14,25.8,36,33.0,38.4,995.3,2.8,77.9,0.05,-7.2,-2.4,32.150999999999996
0.16,25.8,37,33.0,39.6,995.3,3.1,77.9,0.06,-7.2,-2.6,16.518
0.21,25.8,37,33.1,39.7,995.3,3.8,97.7,0.05,-7.3,-2.7,9.734
0.11,25.8,37,33.1,38.4,995.2,3.9,81.6,0.05,-7.3,-1.4,31.266
0.12,25.8,37,33.2,39.1,995.2,3.3,73.3,0.05,-7.4,-2.1,22.712
0.14,25.8,37,33.2,39.4,995.3,4.1,47.5,0.05,-7.4,-2.4,15.927999999999999
0.14,25.8,37,33.3,39.4,995.3,6.9,86.4,0.05,-7.5,-2.4,30.381
0.23,25.8,37,33.2,38.0,995.3,6.6,94.7,0.06,-7.4,-1.0,33.036
0.18,25.8,37,33.1,38.6,995.3,5.6,94.0,0.05,-7.3,-1.6,27.430999999999997
0.14,25.8,37,33.0,38.9,995.3,2.6,106.2,0.05,-7.2,-1.9,12.093
0.2,25.8,37,33.1,39.2,995.3,4.4,106.3,0.05,-7.3,-2.2,22.712
0.16,25.7,37,33.1,39.0,995.3,4.4,94.8,0.05,-7.4,-2.0,14.748
0.15,25.7,37,33.0,39.4,995.3,2.5,98.1,0.05,-7.3,-2.4,5.604
0.15,25.7,37,33.0,39.4,995.3,3.3,82.8,0.05,-7.3,-2.4,2.95
0.2,25.8,37,33.0,39.4,995.3,6.7,66.6,0.05,-7.2,-2.4,40.115
0.13,25.8,37,32.9,38.8,995.2,6.0,57.9,0.05,-7.1,-1.8,20.057000000000002
0.16,25.7,37,32.9,38.9,995.2,3.3,55.2,0.05,-7.2,-1.9,9.734
0.15,25.7,36,32.9,39.3,995.2,3.1,64.7,0.05,-7.2,-3.3,9.144
0.15,25.7,36,33.0,39.8,995.2,2.2,84.3,0.04,-7.3,-3.8,7.9639999999999995
0.12,25.7,36,33.0,39.1,995.2,4.0,96.5,0.05,-7.3,-3.1,15.338
0.14,25.7,37,33.0,39.4,995.2,5.0,60.3,0.05,-7.3,-2.4,10.029
0.13,25.7,37,33.0,39.0,995.2,3.1,82.3,0.05,-7.3,-2.0,11.208
0.16,25.7,37,33.1,39.5,995.2,2.8,89.8,0.05,-7.4,-2.5,19.762
0.19,25.7,36,33.0,39.0,995.2,4.3,74.7,0.05,-7.3,-3.0,20.941999999999997
0.21,25.6,36,33.1,39.2,995.2,3.5,79.6,0.04,-7.5,-3.2,39.23
0.15,25.6,36,33.1,39.2,995.2,3.0,100.3,0.05,-7.5,-3.2,7.9639999999999995
0.23,25.6,36,33.1,39.0,995.2,4.5,98.3,0.05,-7.5,-3.0,31.855999999999998
0.22,25.7,36,33.1,38.2,995.3,6.6,92.0,0.05,-7.4,-2.2,44.244
0.2,25.7,36,33.0,38.5,995.3,5.2,107.1,0.05,-7.3,-2.5,20.352
0.13,25.7,37,33.0,38.4,995.3,5.4,102.8,0.04,-7.3,-1.4,11.503
0.17,25.7,37,33.0,38.1,995.3,5.3,109.8,0.05,-7.3,-1.1,10.029
0.18,25.7,37,32.9,38.2,995.3,5.5,110.4,0.05,-7.2,-1.2,20.057000000000002
0.2,25.7,37,32.9,38.2,995.3,3.7,70.9,0.04,-7.2,-1.2,21.237
0.13,25.7,37,32.9,39.1,995.3,3.1,91.6,0.05,-7.2,-2.1,11.208
0.13,25.6,37,32.9,39.0,995.3,5.0,119.1,0.05,-7.3,-2.0,11.208
0.12,25.7,37,32.9,38.7,995.3,3.4,87.1,0.04,-7.2,-1.7,10.619000000000002
0.25,25.6,37,33.0,38.6,995.3,3.5,80.7,0.05,-7.4,-1.6,25.072
0.13,25.6,37,33.0,39.1,995.4,3.5,59.3,0.04,-7.4,-2.1,11.208
0.14,25.6,36,33.1,39.6,995.3,3.6,52.9,0.05,-7.5,-3.6,23.596999999999998
0.19,25.6,36,33.2,39.1,995.4,4.2,67.6,0.04,-7.6,-3.1,15.338
0.14,25.6,39,33.1,38.8,995.4,3.2,66.9,0.05,-7.5,0.2,10.914000000000001
0.12,25.7,41,33.1,38.2,995.4,4.9,83.3,0.04,-7.4,2.8,14.453
0.12,25.7,42,33.0,38.5,995.4,5.0,102.7,0.05,-7.3,3.5,18.582
0.14,25.8,41,32.9,38.0,995.4,3.5,103.6,0.04,-7.1,3.0,26.250999999999998
0.15,25.8,42,32.9,38.3,995.4,4.0,79.1,0.05,-7.1,3.7,15.927999999999999
0.16,25.8,43,32.9,38.3,995.4,3.2,88.3,0.04,-7.1,4.7,19.172
0.14,25.9,43,32.9,38.6,995.3,3.0,133.7,0.05,-7.0,4.4,12.388
